"","studyID","blockID","blockID.level2","northing_UTM","easting_UTM","LC.author.coarse","SR","Shannon","Exclude.AM.Shannon","Original.Abundance","Original.Abundance.No.AM","Abundance","Exclude.AM.Abundance","above.genus.prop","above.genus.no.AM","Ratio","abundanceMethod","block.n","subblock.n","X","SC","Est.SR","Est.Shannon","Exclude.AM.SC","Exclude.AM.Est.SR","Exclude.AM.Est.Shannon","LC.author","Lat","Long","ref_siteID","LC.point","Hist.LC.point","fert","Agr.1km","Hist.Agr.1km","Urb.1km","Hist.Urb.1km","Forest","Hist.Forest","Shrubland","Hist.Shrubland","Grassland","Hist.Grassland","biome.value","CHELSA_bio10_01","CHELSA_bio10_12","CHELSA_bio10_04","CHELSA_bio10_15","elevation_1KMmn_SRTM","elevation_1KMsd_SRTM","cell","CHELSA_bio10_02","CHELSA_bio10_07","CHELSA_bio10_06","LC.author.and.GIS","SamplingEffort","LC.GIS","PC1","PC2","Agr1","Urb1","study_LC","qPD.S","Covariate.Est.Shannon"
"718","Bill01","Bill01BillB1","Bill01Bill01BillB1BillB1SB4",50.70395306,5.793445994,"Agriculture",12,2.06800540008083,1.93296576436465,38,33,38,33,1,1,0.315789473684211,"Abundance",1,1,472,0.8739,15.0427631578947,9.80983926315897,0.8557,14.030303030303,8.71600285679074,"field margin",50.70395306,5.793445994,"Bill01BLTS4.D",130,130,2878.089355,0.056603774,0.056603774,0,0,0.037735849,0.037735849,0,0,0.905660377,0.905660377,4,98,899,5630,10,159.5399933,17.36111832,1833388486,NA,NA,NA,"Agriculture",1,"Natural",-0.676386176106972,0.407698938622631,1,0,"Bill01_Agriculture",2.02261809279034,0.940317363920277
"720","Bill01","Bill01BillB1","Bill01Bill01BillB1BillB1SB4",50.68175912,5.799697246,"Agriculture",15,1.57785812621868,1.49794586529391,119,116,119,116,1,1,0.126050420168067,"Abundance",1,1,473,0.9413,39.2941176470588,5.56272004600697,0.9398,38.2887931034483,5.13046849235442,"field margin",50.68175912,5.799697246,"Bill01BLTS4.E",130,130,2878.089355,0.094339623,0.094339623,0,0,0,0,0,0,0.905660377,0.905660377,4,95,848,5631,9,205.8999939,14.47791386,1834425288,NA,NA,NA,"Agriculture",1,"Natural",-0.623684009308979,0.400208006375876,1,0,"Bill01_Agriculture",1.33618445711366,0.710157024830012
"722","Bill01","Bill01BillB1","Bill01Bill01BillB1BillB1SB4",50.68988952,5.801977679,"Agriculture",16,1.23084907685284,1.10079804083934,93,89,93,89,1,1,0.172043010752688,"Abundance",1,1,474,0.8929,40.7311827956989,4.19424031767561,0.8881,39.7191011235955,3.69472588778606,"field margin",50.68988952,5.801977679,"Bill01BLTS4.F",130,130,2878.089355,0.134615385,0.134615385,0,0,0,0,0,0,0.865384615,0.865384615,4,96,838,5629,9,198.3999939,5.837807655,1834036489,NA,NA,NA,"Agriculture",1,"Natural",-0.625122181938271,0.384478758513958,1,0,"Bill01_Agriculture",1.33877228458319,0.567582223559579
"726","Bill01","Bill01BillB1","Bill01Bill01BillB1BillB1SB4",50.68129838,5.816121368,"Agriculture",10,0.997103578212305,0.863707740081387,75,72,75,72,1,1,0.133333333333333,"Abundance",1,1,475,0.9337,22.3333333333333,3.10594579944318,0.9309,21.3263888888889,2.71354563377341,"field margin",50.68129838,5.816121368,"Bill01BLTS4.I",130,130,2878.089355,0.06122449,0.06122449,0,0,0,0,0,0,0.93877551,0.93877551,4,94,848,5628,9,231.9299927,11.15280724,1834425294,NA,NA,NA,"Agriculture",1,"Natural",-0.615261073114287,0.405647735170728,1,0,"Bill01_Agriculture",1.68932121423024,0.433537129519451
"728","Bill01","Bill01BillB1","Bill01Bill01BillB1BillB1SB4",50.69613242,5.817093203,"Agriculture",9,0.813829697190753,0.748932709425387,69,68,69,68,1,1,0.130434782608696,"Abundance",1,1,476,0.9437,10.9710144927536,2.45812688240392,0.9576,9.10845588235294,2.26778153468437,"field margin",50.69613242,5.817093203,"Bill01BLTS4.J",130,130,2878.089355,0.132075472,0.132075472,0,0,0,0,0,0,0.867924528,0.867924528,4,96,862,5630,10,191.3099976,11.43389225,1833777295,NA,NA,NA,"Agriculture",1,"Natural",-0.629486896784186,0.385020712027147,1,0,"Bill01_Agriculture",1.09461494741142,0.355601214748674
"730","Bill01","Bill01BillB1","Bill01Bill01BillB1BillB1SB4",50.68775555,5.817883884,"Agriculture",22,1.93606698775735,1.85838648106974,137,133,137,133,1,1,0.160583941605839,"Abundance",1,1,477,0.9423,26.5380604796663,7.71661852169579,0.9406,25.5370569280344,7.13494617111389,"field margin",50.68775555,5.817883884,"Bill01BLTS4.K",40,40,2878.089355,0.094339623,0.094339623,0,0,0,0,0,0,0.905660377,0.905660377,4,97,822,5638,9,180.1699982,16.78454971,1834166095,NA,NA,NA,"Agriculture",1,"Natural",-0.619502250512884,0.364603582174229,1,0,"Bill01_Agriculture",1.53683568337264,0.853390700971845
"732","Bill01","Bill01BillB1","Bill01Bill01BillB1BillB1SB4",50.70338729,5.820304757,"Agriculture",10,1.71651644690722,1.58157310741415,32,30,32,30,1,1,0.3125,"Abundance",1,1,478,0.8477,16.0546875,7.24089179305184,0.8356,21.0833333333333,6.70781093616264,"field margin",50.70338729,5.820304757,"Bill01BLTS4.L",130,130,2878.089355,0,0,0,0,0,0,0,0,1,1,4,96,947,5631,10,186.2799988,13.51005554,1833388496,NA,NA,NA,"Agriculture",1,"Natural",-0.694734650241624,0.463339015169583,1,0,"Bill01_Agriculture",1.92174241223952,0.826580813245552
"734","Bill01","Bill01BillB1","Bill01Bill01BillB1BillB1SB4",50.70346474,5.825987461,"Agriculture",10,1.67328041155927,1.72421878752781,40,23,40,23,1,1,0.25,"Abundance",1,1,479,0.8513,27.55,7.17839597120224,0.743,26.2173913043478,9.18972802431446,"field margin",50.70346474,5.825987461,"Bill01BLTS4.M",130,130,2878.089355,0,0,0,0,0,0,0,0,1,1,4,96,947,5630,10,193.1199951,8.079950333,1833388498,NA,NA,NA,"Agriculture",1,"Natural",-0.694932338533579,0.463185675722048,1,0,"Bill01_Agriculture",2.32170249994967,0.963302658362465
"738","Bill01","Bill01BillB1","Bill01Bill01BillB1BillB1SB4",50.69309533,5.837494105,"Agriculture",9,1.81366287176099,1.78731604248287,26,17,26,17,1,1,0.346153846153846,"Abundance",1,1,480,0.8549,11.5641025641026,7.78501250101416,0.7849,10.5098039215686,8.33774690951612,"field margin",50.69309533,5.837494105,"Bill01BLTS4.P",130,130,2878.203125,0.039215686,0.039215686,0,0,0,0,0,0,0.960784314,0.960784314,4,95,910,5634,10,202.7299957,5.606879711,1833906902,NA,NA,NA,"Agriculture",1,"Natural",-0.65701453000532,0.436124256905005,1,0,"Bill01_Agriculture",1.33869774236015,0.921048708076344
"740","Bill01","Bill01BillB2","Bill01Bill01BillB2BillB2SB1",50.53441738,16.38190784,"Agriculture",19,2.75626508762025,2.78103708008618,34,28,34,28,1,1,0.558823529411765,"Abundance",1,1,481,0.6834,33.6801470588235,26.7893038534465,0.6174,32.5848214285714,30.1894290552545,"field margin",50.53441738,16.38190784,"Bill01CR1.A",10,10,1611.722412,0.981132075,0.981132075,0,0,0,0,0,0,0.018867925,0.018867925,4,78,628,7137,35,392.269989,12.90724945,1841297898,NA,NA,NA,"Agriculture",1,"Urban",0.392168374116048,-0.0747846596459906,1,0,"Bill01_Agriculture",3.6990061674377,1.47985489969096
"742","Bill01","Bill01BillB2","Bill01Bill01BillB2BillB2SB1",50.53940354,16.37785232,"Agriculture",26,2.7632689359674,2.71913816205334,98,96,98,96,1,1,0.26530612244898,"Abundance",1,1,482,0.8678,67.8188775510204,21.3942313497791,0.8648,108.619791666667,21.8457622502211,"field margin",50.53940354,16.37785232,"Bill01CR1.B",11,11,1611.722412,1,1,0,0,0,0,0,0,0,0,4,78,628,7137,35,392.269989,12.90724945,1841038697,NA,NA,NA,"Agriculture",1,"Urban",0.392168374116048,-0.0747846596459906,1,0,"Bill01_Agriculture",1.61560723886856,1.33936720286978
"744","Bill01","Bill01BillB2","Bill01Bill01BillB2BillB2SB1",50.52651454,16.37537992,"Agriculture",11,2.26238625418332,2.15353245665425,17,15,17,15,1,1,0.647058823529412,"Abundance",1,1,483,0.6092,18.6862745098039,17.4723952851517,0.5516,21.4333333333333,17.8571681911391,"field margin",50.52651454,16.37537992,"Bill01CR1.C",130,130,1611.722412,0.833333333,0.814814815,0,0.018518519,0,0,0,0,0.166666667,0.166666667,4,76,648,7132,36,414.8299866,15.33757114,1841686696,NA,NA,NA,"Agriculture",1,"Natural",0.405376010403559,-0.0642309206549393,1,0,"Bill01_Agriculture",3.04007162503178,1.25181258912859
"746","Bill01","Bill01BillB2","Bill01Bill01BillB2BillB2SB1",50.55177864,16.36804691,"Agriculture",20,2.33482986716507,2.24875223559916,60,57,60,57,1,1,0.333333333333333,"Abundance",1,1,484,0.8361,29.8333333333333,13.5931375597788,0.8276,28.8245614035088,12.5365063628109,"field margin",50.55177864,16.36804691,"Bill01CR1.D",30,30,1611.722412,0.660377358,0.660377358,0,0,0.264150943,0.264150943,0,0,0.075471698,0.075471698,4,76,644,7126,35,423.5,7.068946362,1840520293,NA,NA,NA,"Agriculture",1,"Agriculture",0.39333840838327,-0.0471299621292027,1,0,"Bill01_Agriculture",2.10126634411121,1.09817652543033
"748","Bill01","Bill01BillB2","Bill01Bill01BillB2BillB2SB1",50.53406401,16.36991265,"Agriculture",18,2.41762946581114,2.32574661524384,67,62,67,62,1,1,0.26865671641791,"Abundance",1,1,485,0.9127,21.5462686567164,13.3691029764137,0.9058,20.541935483871,12.2660984411946,"field margin",50.53406401,16.36991265,"Bill01CR1.E",11,11,1611.722412,0.92,0.9,0,0.02,0,0,0,0,0.08,0.08,4,78,612,7140,35,390.1499939,9.174284935,1841297894,NA,NA,NA,"Agriculture",1,"Urban",0.407637158683061,-0.0920915026540412,1,0,"Bill01_Agriculture",1.94494376006283,1.08870644578243
"750","Bill01","Bill01BillB2","Bill01Bill01BillB2BillB2SB1",50.52125062,16.37101871,"Agriculture",16,2.2151414138129,2.1007175506927,42,38,42,38,1,1,0.380952380952381,"Abundance",1,1,486,0.7653,32.2698412698413,13.6124152850698,0.741,31.2280701754386,12.4818936018225,"field margin",50.52125062,16.37101871,"Bill01CR1.F",130,130,1611.722412,0.769230769,0.75,0,0.019230769,0,0,0,0,0.230769231,0.230769231,4,76,636,7132,36,425.1099854,14.59513283,1841945894,NA,NA,NA,"Agriculture",1,"Natural",0.416339865400458,-0.0773256344330255,1,0,"Bill01_Agriculture",1.62341705271957,1.09628047624692
"752","Bill01","Bill01BillB2","Bill01Bill01BillB2BillB2SB1",50.55600089,16.36476919,"Agriculture",19,2.566681994768,2.50465654117669,86,75,86,75,1,1,0.22093023255814,"Abundance",1,1,487,0.9548,20.5813953488372,14.7789935877562,0.9484,19.5786666666667,14.0546116074366,"field margin",50.55600089,16.36476919,"Bill01CR1.G",90,90,1611.722412,0.549019608,0.549019608,0,0,0.254901961,0.254901961,0,0,0.196078431,0.196078431,4,77,639,7129,34,408.9500122,16.71668243,1840261092,NA,NA,NA,"Agriculture",1,"Natural",0.374990760834604,-0.0356555754484371,1,0,"Bill01_Agriculture",2.37515904995578,1.1478188485861
"754","Bill01","Bill01BillB2","Bill01Bill01BillB2BillB2SB1",50.53100069,16.3598382,"Agriculture",10,1.84777575236614,1.74479133236063,23,22,23,22,1,1,0.434782608695652,"Abundance",1,1,488,0.7002,30.0869565217391,11.2027146227058,0.7324,23.3181818181818,9.31123770598344,"field margin",50.53100069,16.3598382,"Bill01CR1.H",11,11,1611.722412,0.94,0.92,0,0.02,0,0,0,0,0.06,0.06,4,77,604,7137,35,405.7200012,5.72901392,1841427490,NA,NA,NA,"Agriculture",1,"Urban",0.423570880329737,-0.0956223034557729,1,0,"Bill01_Agriculture",2.21384714800099,0.969007413865494
"756","Bill01","Bill01BillB2","Bill01Bill01BillB2BillB2SB1",50.54087579,16.3550605,"Agriculture",17,2.45399062933769,2.36564675716262,56,52,56,52,1,1,0.303571428571429,"Abundance",1,1,489,0.8954,21.4196428571429,14.3259544470522,0.8876,20.4134615384615,13.1928661771475,"field margin",50.54087579,16.3550605,"Bill01CR1.I",11,11,1611.722412,0.843137255,0.843137255,0,0,0,0,0,0,0.156862745,0.156862745,4,78,604,7134,34,397.3500061,4.891574383,1841038688,NA,NA,NA,"Agriculture",1,"Urban",0.399467091372919,-0.0796097460486619,1,0,"Bill01_Agriculture",2.42428040089383,1.1203391571609
"758","Bill01","Bill01BillB2","Bill01Bill01BillB2BillB2SB1",50.53502852,16.35171317,"Agriculture",16,2.35991039461397,2.2653817441913,41,36,41,36,1,1,0.390243902439024,"Abundance",1,1,490,0.7841,29.1707317073171,15.3752755674253,0.7547,28.125,14.5175928914675,"field margin",50.53502852,16.35171317,"Bill01CR1.J",30,30,1611.722412,0.960784314,0.960784314,0,0,0,0,0,0,0.039215686,0.039215686,4,78,604,7134,34,397.3500061,4.891574383,1841297887,NA,NA,NA,"Agriculture",1,"Agriculture",0.399467091372919,-0.0796097460486619,1,0,"Bill01_Agriculture",2.88099190548786,1.16189461356692
"760","Bill01","Bill01BillB2","Bill01Bill01BillB2BillB2SB1",50.54447305,16.34889386,"Agriculture",21,2.6811958855182,2.61790323569639,70,63,70,63,1,1,0.3,"Abundance",1,1,491,0.858,45.6428571428571,19.8279179931043,0.8423,44.6031746031746,19.0975596022922,"field margin",50.54447305,16.34889386,"Bill01CR1.K",130,130,1611.722412,0.865384615,0.865384615,0,0,0,0,0,0,0.134615385,0.134615385,4,77,605,7133,34,401.8099976,8.034543991,1840779486,NA,NA,NA,"Agriculture",1,"Natural",0.407343846983733,-0.0727387866730958,1,0,"Bill01_Agriculture",2.55745732915868,1.28097787410782
"762","Bill01","Bill01BillB2","Bill01Bill01BillB2BillB2SB1",50.51095887,16.35339343,"Agriculture",23,2.69054702133576,2.63536637626849,68,66,68,66,1,1,0.338235294117647,"Abundance",1,1,492,0.8257,37.1882352941176,19.8455511894973,0.82,39.7272727272727,19.1485726874059,"field margin",50.51095887,16.35339343,"Bill01CR1.L",30,30,1611.722412,0.450980392,0.450980392,0,0,0.529411765,0.529411765,0,0,0.019607843,0.019607843,4,74,610,7119,35,454.2900085,19.47629166,1842464288,NA,NA,NA,"Agriculture",1,"Agriculture",0.441422780288726,-0.0739497511279742,1,0,"Bill01_Agriculture",2.63260376909713,1.28213640769966
"764","Bill01","Bill01BillB2","Bill01Bill01BillB2BillB2SB1",50.54172306,16.33301869,"Agriculture",12,2.11924608258106,2.22409787142936,30,20,30,20,1,1,0.4,"Abundance",1,1,493,0.7693,32.3,13.3427052346695,0.656,30.95,18.2420086161213,"field margin",50.54172306,16.33301869,"Bill01CR1.M",11,11,1611.982788,0.82,0.82,0,0,0,0,0,0,0.18,0.18,4,77,584,7133,33,399.8399963,3.887724161,1840909080,NA,NA,NA,"Agriculture",1,"Urban",0.412788203747901,-0.0741807647521532,1,0,"Bill01_Agriculture",2.8154927291683,1.26107265651817
"766","Bill01","Bill01BillB2","Bill01Bill01BillB2BillB2SB1",50.52290344,16.33524063,"Agriculture",13,2.23667610157275,2.1387679021011,34,32,34,32,1,1,0.382352941176471,"Abundance",1,1,494,0.8304,17.3676470588235,12.3958406038315,0.8184,17.8125,11.4742451969703,"field margin",50.52290344,16.33524063,"Bill01CR1.N",10,10,1611.722412,0.48,0.48,0,0,0.44,0.44,0,0,0.08,0.08,4,74,614,7118,34,461.0100098,23.63789177,1841816281,NA,NA,NA,"Agriculture",1,"Urban",0.422987284159349,-0.0472602028668437,1,0,"Bill01_Agriculture",3.02420981373404,1.05972412622913
"768","Bill01","Bill01BillB2","Bill01Bill01BillB2BillB2SB1",50.52805309,16.33181853,"Agriculture",18,2.71848043745553,2.67970603883993,31,27,31,27,1,1,0.580645161290323,"Abundance",1,1,495,0.6536,32.6370967741936,26.684658989904,0.6037,31.5648148148148,27.3613925609028,"field margin",50.52805309,16.33181853,"Bill01CR1.O",10,10,1611.982788,0.529411765,0.529411765,0,0,0.470588235,0.470588235,0,0,0,0,4,73,636,7112,35,485.9299927,38.36280823,1841557080,NA,NA,NA,"Agriculture",1,"Urban",0.424939379762631,-0.0403208590841838,1,0,"Bill01_Agriculture",2.77279516615142,1.43713819707313
"770","Bill01","Bill01BillB2","Bill01Bill01BillB2BillB2SB1",50.53366547,16.32270755,"Agriculture",21,2.35693590161127,2.41115297652636,73,54,73,54,1,1,0.287671232876712,"Abundance",1,1,496,0.8231,48.7808219178082,14.6049391323322,0.7613,47.6450617283951,17.1146697326408,"field margin",50.53366547,16.32270755,"Bill01CR1.P",30,30,1611.982788,0.392156863,0.392156863,0,0,0.549019608,0.549019608,0,0,0.058823529,0.058823529,4,76,624,7125,34,437.8299866,25.39017677,1841297877,NA,NA,NA,"Agriculture",1,"Agriculture",0.397034386099897,-0.046873207404891,1,0,"Bill01_Agriculture",2.43062551806906,1.23336852283261
"772","Bill01","Bill01BillB2","Bill01Bill01BillB2BillB2SB2",50.70473613,14.30073569,"Agriculture",9,2.03366234366504,2.03366234366504,17,17,17,17,1,1,0.529411764705882,"Abundance",1,1,497,0.7908,10.8823529411765,10.796619650325,0.7908,10.8823529411765,10.796619650325,"field margin",50.70473613,14.30073569,"Bill01CR3.A",60,60,1772.385498,0.06,0.06,0,0,0.48,0.48,0,0,0.46,0.46,4,75,688,6860,28,470.8500061,17.8394928,1833391549,NA,NA,NA,"Agriculture",1,"Natural",0.208831490542378,0.121734567165564,1,0,"Bill01_Agriculture",3.70235789206323,1.0332878020603
"774","Bill01","Bill01BillB2","Bill01Bill01BillB2BillB2SB2",50.68778326,14.29786168,"Agriculture",16,2.31109688477314,2.48789589551723,37,25,37,25,1,1,0.432432432432432,"Abundance",1,1,498,0.7042,74.8648648648649,20.0898974071503,0.5633,73.08,32.6177047485101,"field margin",50.68778326,14.29786168,"Bill01CR3.B",30,30,1772.385498,0.301886792,0.301886792,0,0,0.037735849,0.037735849,0,0,0.660377358,0.660377358,4,72,687,6846,26,524.9000244,12.44869518,1834169148,NA,NA,NA,"Agriculture",1,"Agriculture",0.205005305486016,0.180977215126131,1,0,"Bill01_Agriculture",4.22847253704211,1.51345339722762
"778","Bill01","Bill01BillB2","Bill01Bill01BillB2BillB2SB2",50.69421981,14.28546966,"Agriculture",8,1.74949382539366,1.84622021932163,19,11,19,11,1,1,0.421052631578947,"Abundance",1,1,500,0.8006,11.7894736842105,7.98958340199203,0.6694,10.6363636363636,10.6188983968749,"field margin",50.69421981,14.28546966,"Bill01CR3.D",130,130,1772.385498,0.137254902,0.137254902,0,0,0.039215686,0.039215686,0,0,0.823529412,0.823529412,4,69,766,6831,27,573.6500244,23.23633957,1833909943,NA,NA,NA,"Agriculture",1,"Natural",0.175706940645516,0.255071671657641,1,0,"Bill01_Agriculture",6.56057739923453,1.0260794654297
"780","Bill01","Bill01BillB2","Bill01Bill01BillB2BillB2SB2",50.6762964,14.28925385,"Agriculture",9,1.79903705958471,2.01981499249295,20,11,20,11,1,1,0.45,"Abundance",1,1,501,0.7649,12.9583333333333,8.60715760465345,0.5942,11.7878787878788,13.6042981982292,"field margin",50.6762964,14.28925385,"Bill01CR3.E",130,130,1772.385498,0.314814815,0.314814815,0,0,0.092592593,0.092592593,0,0,0.592592593,0.592592593,4,70,706,6841,25,545.1799927,12.36719894,1834687545,NA,NA,NA,"Agriculture",1,"Natural",0.190887507173084,0.234288182757783,1,0,"Bill01_Agriculture",6.14103767520631,1.13367614284508
"782","Bill01","Bill01BillB2","Bill01Bill01BillB2BillB2SB2",50.68856919,14.27764723,"Agriculture",13,2.28752061201722,2.19605169737507,26,22,26,22,1,1,0.5,"Abundance",1,1,502,0.6983,28.3846153846154,16.8929223434831,0.6448,27.2727272727273,16.5901895139184,"field margin",50.68856919,14.27764723,"Bill01CR3.F",130,130,1772.385498,0.1,0.1,0,0,0.06,0.06,0,0,0.84,0.84,4,69,778,6832,26,566.4400024,13.68964577,1834169140,NA,NA,NA,"Agriculture",1,"Natural",0.151411732068561,0.289538683546673,1,0,"Bill01_Agriculture",3.89115366595779,1.21985134710808
"784","Bill01","Bill01BillB2","Bill01Bill01BillB2BillB2SB2",50.68269052,14.27818051,"Agriculture",10,1.8855211820585,1.77287465239648,27,20,27,20,1,1,0.37037037037037,"Abundance",1,1,503,0.7806,27.3333333333333,10.2394075629071,0.7052,26.1,10.3869511632761,"field margin",50.68269052,14.27818051,"Bill01CR3.G",100,100,1772.385498,0.078431373,0.078431373,0,0,0.117647059,0.117647059,0,0,0.803921569,0.803921569,4,69,735,6834,25,567.4699707,15.58361626,1834428341,NA,NA,NA,"Agriculture",1,"Natural",0.173507725630569,0.268987670212534,1,0,"Bill01_Agriculture",2.25441647266659,1.01648808968672
"786","Bill01","Bill01BillB2","Bill01Bill01BillB2BillB2SB2",50.69908835,14.27377138,"Agriculture",14,2.31071750800089,2.20863927851337,25,23,25,23,1,1,0.56,"Abundance",1,1,504,0.6066,38,20.4717942536021,0.5691,60.8260869565217,23.2711198048819,"field margin",50.69908835,14.27377138,"Bill01CR3.H",30,30,1772.385498,0.442307692,0.442307692,0,0,0,0,0,0,0.557692308,0.557692308,4,68,831,6823,27,581.4500122,21.33278084,1833650739,NA,NA,NA,"Agriculture",1,"Agriculture",0.129880266536658,0.323357343266404,1,0,"Bill01_Agriculture",4.26849155646786,1.36681728201384
"788","Bill01","Bill01BillB2","Bill01Bill01BillB2BillB2SB2",50.69348361,14.27168389,"Agriculture",10,2.1809455605616,2.06206954130016,20,18,20,18,1,1,0.5,"Abundance",1,1,505,0.8146,12.5333333333333,12.4050746855692,0.7901,12.7777777777778,11.4573141690741,"field margin",50.69348361,14.27168389,"Bill01CR3.I",130,130,1772.385498,0.264150943,0.264150943,0,0,0,0,0,0,0.735849057,0.735849057,4,68,831,6823,27,581.4500122,21.33278084,1833909938,NA,NA,NA,"Agriculture",1,"Natural",0.129880266536658,0.323357343266404,1,0,"Bill01_Agriculture",2.83146357331093,1.05908282197179
"792","Bill01","Bill01BillB2","Bill01Bill01BillB2BillB2SB2",50.67170621,14.27554682,"Agriculture",11,1.85501842835584,1.75102131563469,45,43,45,43,1,1,0.244444444444444,"Abundance",1,1,507,0.9131,14.9111111111111,7.60727192367771,0.9081,17.8139534883721,7.03450255422248,"field margin",50.67170621,14.27554682,"Bill01CR3.K",130,130,1772.385498,0.137254902,0.137254902,0,0,0.039215686,0.039215686,0,0,0.823529412,0.823529412,4,72,700,6847,25,524.4299927,11.68867397,1834946740,NA,NA,NA,"Agriculture",1,"Natural",0.179280284809034,0.217151927473769,1,0,"Bill01_Agriculture",2.49321628730735,0.84723339166492
"794","Bill01","Bill01BillB2","Bill01Bill01BillB2BillB2SB2",50.67809928,14.27138238,"Agriculture",10,1.93033880590599,1.80547421370874,35,27,35,27,1,1,0.285714285714286,"Abundance",1,1,508,0.889,13.8857142857143,8.48969391813288,0.8573,12.8518518518519,7.81816888533382,"field margin",50.67809928,14.27138238,"Bill01CR3.L",130,130,1772.385498,0.117647059,0.117647059,0,0,0.117647059,0.117647059,0,0,0.764705882,0.764705882,4,67,776,6825,25,592.5900269,19.49004555,1834557938,NA,NA,NA,"Agriculture",1,"Natural",0.15522617308831,0.320653328108793,1,0,"Bill01_Agriculture",2.62744736119786,0.89310504767417
"796","Bill01","Bill01BillB2","Bill01Bill01BillB2BillB2SB2",50.6775262,14.26427737,"Agriculture",8,1.68473820711715,1.57434298960031,23,22,23,22,1,1,0.347826086956522,"Abundance",1,1,509,0.7874,17.5652173913043,7.78838385265024,0.8238,12.7272727272727,6.45520630537029,"field margin",50.6775262,14.26427737,"Bill01CR3.M",130,130,1772.385498,0.019607843,0.019607843,0,0,0.019607843,0.019607843,0,0,0.960784314,0.960784314,4,68,804,6825,26,581.9799805,19.99248886,1834687536,NA,NA,NA,"Agriculture",1,"Natural",0.137642397023451,0.319926023174954,1,0,"Bill01_Agriculture",3.77242238926957,0.809910126672485
"798","Bill01","Bill01BillB2","Bill01Bill01BillB2BillB2SB2",50.67368115,14.26352979,"Agriculture",9,1.20418134446382,1.1319387154722,53,52,53,52,1,1,0.169811320754717,"Abundance",1,1,510,0.9455,10.4716981132075,3.69678450975401,0.9637,8.65384615384615,3.3718154525542,"field margin",50.67368115,14.26352979,"Bill01CR3.N",130,130,1772.385498,0.018518519,0.018518519,0,0,0,0,0,0,0.981481481,0.981481481,4,70,769,6839,26,551.039978,13.69592667,1834817135,NA,NA,NA,"Agriculture",1,"Natural",0.151270880224803,0.275765018210959,1,0,"Bill01_Agriculture",2.63534239242149,0.527863796637561
